"term","frequency","type_"
"vigiada",2,"ARTICLE"
"vigiado",2,"ARTICLE"
"vigiar",2,"ABSTRACT"
"vigiar",16,"BOOK_CHAPTER"
"vigilance",2,"ARTICLE"
"vigilancia",3,"SPEAKER"
"vigilância",61,"BOOK_CHAPTER"
"vigilância",63,"ARTICLE"
"vigilância",63,"SPEAKER"
"vigilância",120,"BOOK"
"vigilância",172,"ABSTRACT"
"vigilãncia",2,"SPEAKER"
"vigilâncias",3,"SPEAKER"
"vigilência",2,"ARTICLE"
"vigília",8,"ARTICLE"
"vigimed",1,"ARTICLE"
"vigitel",56,"BOOK"
"vigna",3,"ABSTRACT"
"vigna",39,"ARTICLE"
"vignae",1,"ARTICLE"
"vigo",11,"ABSTRACT"
"vigor",24,"BOOK_CHAPTER"
"vigor",45,"ARTICLE"
"vigor1",2,"ARTICLE"
"vigorous",2,"ARTICLE"
"vigotski",2,"SPEAKER"
"vigotski",8,"BOOK"
"vigotski",8,"BOOK_CHAPTER"
"vigotski",11,"ARTICLE"
"vigotskiana",4,"ARTICLE"
"vigotskiana",8,"BOOK_CHAPTER"
"vigotsky",1,"ARTICLE"
"vigour",4,"ARTICLE"
"vii",21,"ARTICLE"
"vii",24,"BOOK_CHAPTER"
"vii",112,"BOOK"
"vii",126,"ABSTRACT"
"vii",2538,"SPEAKER"
"viii",7,"ARTICLE"
"viii",32,"BOOK_CHAPTER"
"viii",44,"BOOK"
"viii",126,"ABSTRACT"
"viii",2013,"SPEAKER"
"viiii",2,"ABSTRACT"
"viiii",9,"SPEAKER"
"viiiisabr",1,"SPEAKER"
"viiiº",1,"SPEAKER"
"viilson",2,"ARTICLE"
"viírus",2,"ARTICLE"
"viiseminário",2,"SPEAKER"
"viktor",3,"ABSTRACT"
"viktor",3,"ARTICLE"
"vila",20,"SPEAKER"
"vila",22,"ABSTRACT"
"vila",48,"BOOK"
"vila",75,"ARTICLE"
"vila",183,"BOOK_CHAPTER"
"vilã",6,"ARTICLE"
"vilaça",4,"ARTICLE"
"vilanova",1,"ABSTRACT"
"vilão",1,"SPEAKER"
"vilão",2,"ARTICLE"
"vilão",8,"BOOK_CHAPTER"
"Vilara Maria Mesquita Mendes Pires",1,"NAME"
"vilaronga",2,"ABSTRACT"
"vilas",4,"ABSTRACT"
"vilas",16,"BOOK"
"vilas",16,"BOOK_CHAPTER"
"vilas",17,"ARTICLE"
"vilassar",8,"BOOK_CHAPTER"
"Vilbégina Monteiro Dos Santos",1,"NAME"
"vilela",1,"SPEAKER"
"vilela",3,"ABSTRACT"
"vilela",4,"ARTICLE"
"vilela",8,"BOOK_CHAPTER"
"vilém",1,"SPEAKER"
"vilência",2,"SPEAKER"
"vilhena",2,"ABSTRACT"
"vilhena",8,"BOOK_CHAPTER"
"villa",4,"ARTICLE"
"villa",5,"SPEAKER"
"village",1,"ARTICLE"
"villages",4,"ARTICLE"
"villain",2,"ARTICLE"
"villars",3,"ARTICLE"
"villas",2,"ABSTRACT"
"ville",3,"SPEAKER"
"ville",8,"ARTICLE"
"villela",2,"ARTICLE"
"villesa",8,"BOOK_CHAPTER"
"villosa",2,"ABSTRACT"
"villosa",13,"ARTICLE"
"Vilmary Silva Novaes",1,"NAME"
"vilodre",2,"ARTICLE"
"vilões",4,"ARTICLE"
"Vilomar Sandes Sampaio",1,"NAME"
"vim",2,"ABSTRACT"
"vim",8,"BOOK"
"vim",16,"BOOK_CHAPTER"
"vinacea",2,"ARTICLE"
"vinagre",2,"ARTICLE"
"vinasse",5,"ARTICLE"
"vincennes",6,"ABSTRACT"
"vincent",8,"ARTICLE"
"vincent",8,"BOOK_CHAPTER"
"vincenzo",2,"ARTICLE"
"vinci",16,"ABSTRACT"
"vincit",3,"ABSTRACT"
"vincula",1,"ABSTRACT"
"vinculação",4,"ARTICLE"
"vinculação",24,"BOOK_CHAPTER"
"vinculada",6,"ARTICLE"
"vinculada",16,"BOOK_CHAPTER"
"vinculada",150,"ABSTRACT"
"vínculada",2,"ABSTRACT"
"vinculadas",6,"ARTICLE"
"vinculadas",17,"ABSTRACT"
"vinculadas",32,"BOOK_CHAPTER"
"vinculado",5,"ARTICLE"
"vinculado",8,"BOOK_CHAPTER"
"vinculado",214,"ABSTRACT"
"vinculados",4,"ARTICLE"
"vinculados",8,"BOOK_CHAPTER"
"vinculados",41,"ABSTRACT"
"vinculando",1,"ABSTRACT"
"vinculante",4,"ARTICLE"
"vinculantes",2,"ARTICLE"
"vinculantes",8,"BOOK"
"vinculo",7,"ABSTRACT"
"vínculo",3,"SPEAKER"
"vínculo",14,"ARTICLE"
"vínculo",16,"BOOK"
"vínculo",22,"ABSTRACT"
"vínculo",37,"BOOK_CHAPTER"
"vínculos",1,"SPEAKER"
"vínculos",8,"BOOK"
"vínculos",9,"ABSTRACT"
"vínculos",9,"ARTICLE"
"vínculos",40,"BOOK_CHAPTER"
"vindas",2,"ARTICLE"
"vindas",3,"SPEAKER"
"vindas",8,"BOOK_CHAPTER"
"vine",1,"ARTICLE"
"vinegar",10,"ARTICLE"
"vinegars",6,"ARTICLE"
"vines",2,"ARTICLE"
"vineyards",2,"ARTICLE"
"vingança",2,"ARTICLE"
"vingança",16,"BOOK"
"vingança",24,"BOOK_CHAPTER"
"vinhas",8,"BOOK_CHAPTER"
"vinhateiras",2,"ARTICLE"
"vinhedo",1,"SPEAKER"
"vinheta",1,"ARTICLE"
"vinho",8,"BOOK_CHAPTER"
"vinho",13,"ARTICLE"
"vinhos",4,"ABSTRACT"
"vinhos",4,"ARTICLE"
"vinhos",8,"BOOK"
"vinicius",2,"ARTICLE"
"vinicius",2,"SPEAKER"
"vinícius",1,"ABSTRACT"
"vinícius",2,"ARTICLE"
"vinícius",4,"SPEAKER"
"Vinicius Augusto Takahashi Arakawa",1,"NAME"
"Vinicius Borges Amaro",1,"NAME"
"Vinicius Correia Santos",1,"NAME"
"Vinícius De Amorim Silva",1,"NAME"
"Vinicius Nascimento Rufino",1,"NAME"
"Vinicius Navarro Morende",1,"NAME"
"Vinícius Silva Santos",1,"NAME"
"vinifera",1,"ARTICLE"
"vinífera",1,"PATENT"
"vinil",1,"SPEAKER"
"vinila",8,"BOOK_CHAPTER"
"viniltrietoxisilano",1,"ARTICLE"
"vins",8,"BOOK_CHAPTER"
"vintage",8,"BOOK_CHAPTER"
"vinte",6,"SPEAKER"
"vinte",8,"BOOK_CHAPTER"
"vinte",13,"ABSTRACT"
"vinte",16,"ARTICLE"
"vinte",16,"BOOK"
"vinyl",11,"ARTICLE"
"vinylene",2,"ARTICLE"
"vinyltrimethoxysilane",4,"ARTICLE"
"vioência",1,"SPEAKER"
"viol",2,"SPEAKER"
"viola",2,"ABSTRACT"
"viola",5,"ARTICLE"
"viola",16,"BOOK_CHAPTER"
"violã",4,"ARTICLE"
"violabilidade",2,"ARTICLE"
"violação",5,"ABSTRACT"
"violação",16,"ARTICLE"
"violação",17,"SPEAKER"
"violação",24,"BOOK"
"violação",56,"BOOK_CHAPTER"
"violaceae",1,"ARTICLE"
"violaceum",2,"ARTICLE"
"violações",4,"ABSTRACT"
"violações",5,"ARTICLE"
"violações",7,"BOOK"
"violações",15,"BOOK_CHAPTER"
"violados",8,"BOOK_CHAPTER"
"violaefolium",2,"ARTICLE"
"violaine",1,"ABSTRACT"
"violam",2,"ARTICLE"
"violão",2,"ABSTRACT"
"violar",2,"SPEAKER"
"violas",1,"ARTICLE"
"violates",1,"ARTICLE"
"violation",2,"ARTICLE"
"viole",2,"ARTICLE"
"viole",8,"BOOK_CHAPTER"
"violêcia",8,"BOOK"
"violeiro",2,"ABSTRACT"
"violeiro",2,"ARTICLE"
"violenc",2,"ARTICLE"
"violênca",1,"SPEAKER"
"violence",1,"SPEAKER"
"violence",8,"BOOK"
"violence",8,"BOOK_CHAPTER"
"violence",104,"ARTICLE"
"violenci",2,"SPEAKER"
"violencia",7,"BOOK_CHAPTER"
"violencia",18,"SPEAKER"
"violencia",22,"ARTICLE"
"violencia",32,"BOOK"
"violência",195,"BOOK"
"violência",206,"ABSTRACT"
"violência",288,"SPEAKER"
"violência",653,"ARTICLE"
"violência",1316,"BOOK_CHAPTER"
"violênciacontra",2,"ARTICLE"
"violencias",2,"ARTICLE"
"violéncias",2,"SPEAKER"
"violências",17,"SPEAKER"
"violências",23,"ABSTRACT"
"violências",27,"ARTICLE"
"violências",79,"BOOK"
"violências",135,"BOOK_CHAPTER"
"violênecia",1,"SPEAKER"
"violenias",2,"SPEAKER"
"violent",6,"ARTICLE"
"violenta",3,"ABSTRACT"
"violenta",4,"ARTICLE"
"violenta",16,"BOOK_CHAPTER"
"violentados",8,"BOOK_CHAPTER"
"violentas",2,"ARTICLE"
"violentos",4,"ARTICLE"
"violentos",8,"BOOK_CHAPTER"
"violenza",8,"BOOK_CHAPTER"
"violeta",2,"SPEAKER"
"violeta",8,"BOOK_CHAPTER"
"violoncelo",1,"ABSTRACT"
"violonista",4,"ABSTRACT"
"viória",1,"SPEAKER"
"vip",2,"ABSTRACT"
"vip",2,"ARTICLE"
"vip3a",2,"ARTICLE"
"viperidae",2,"ABSTRACT"
"viperidae",14,"ARTICLE"
"vir",4,"ARTICLE"
"vir",8,"BOOK_CHAPTER"
"vira",6,"ARTICLE"
"virá",2,"ARTICLE"
"viração",8,"BOOK_CHAPTER"
"virada",6,"ABSTRACT"
"virada",8,"ARTICLE"
"virada",8,"BOOK"
"virada",12,"SPEAKER"
"virada",16,"BOOK_CHAPTER"
"viradas",4,"ARTICLE"
"viradas",8,"BOOK"
"viradas",8,"BOOK_CHAPTER"
"viragem",2,"SPEAKER"
"virais",2,"ARTICLE"
"virais",4,"SPEAKER"
"virais",7,"BOOK_CHAPTER"
"virais",8,"ABSTRACT"
"viral",3,"SPEAKER"
"viral",5,"ABSTRACT"
"viral",8,"BOOK_CHAPTER"
"viral",33,"ARTICLE"
"virando",1,"SPEAKER"
"virar",1,"ARTICLE"
"virbunoides",2,"ARTICLE"
"virem",2,"ABSTRACT"
"virgata",12,"ARTICLE"
"virgem",2,"SPEAKER"
"virgem",10,"ARTICLE"
"virgem",16,"BOOK"
"virgens",2,"ABSTRACT"
"virgili",3,"ABSTRACT"
"virgília",2,"ARTICLE"
"virgilioides",4,"ARTICLE"
"virgin",13,"ARTICLE"
"virgindade",2,"ARTICLE"
"virginem",8,"BOOK_CHAPTER"
"virginia",1,"SPEAKER"
"virginia",6,"ARTICLE"
"virginia",7,"ABSTRACT"
"virgínia",1,"SPEAKER"
"virgínia",3,"ARTICLE"
"virgínia",10,"ABSTRACT"
"Virgínia Lúcia Fontes Soares",1,"NAME"
"Virginia Maria Ferreira Silveira Baldow",1,"NAME"
"Virgínia Maria Góes Da Silva",1,"NAME"
"Virginia Mota Lages Gomes",1,"NAME"
"virginiana",8,"BOOK_CHAPTER"
"Virgínia Queiroz Barreto",1,"NAME"
"virgo",10,"ARTICLE"
"vírgula",1,"ARTICLE"
"vírgula",8,"BOOK"
"viricida",1,"PATENT"
"viride",2,"ARTICLE"
"viridifflora",1,"ARTICLE"
"viridiflora",12,"ARTICLE"
"viridis",4,"ARTICLE"
"virilidade",4,"ARTICLE"
"virilidade",8,"BOOK_CHAPTER"
"virola",2,"ARTICLE"
"virologia",6,"SPEAKER"
"virologia",23,"ABSTRACT"
"virológica",2,"SPEAKER"
"virological",6,"ARTICLE"
"virology",2,"ABSTRACT"
"virome",16,"ARTICLE"
"viromes",1,"ARTICLE"
"viroses",2,"ABSTRACT"
"viroses",2,"ARTICLE"
"virou",1,"SPEAKER"
"virou",2,"ARTICLE"
"virou",24,"BOOK"
"virttus",2,"ABSTRACT"
"virtuais",11,"SPEAKER"
"virtuais",28,"ABSTRACT"
"virtuais",31,"BOOK"
"virtuais",49,"ARTICLE"
"virtuais",200,"BOOK_CHAPTER"
"virtual",39,"ABSTRACT"
"virtual",48,"BOOK"
"virtual",139,"ARTICLE"
"virtual",242,"SPEAKER"
"virtual",439,"BOOK_CHAPTER"
"virtuales",4,"SPEAKER"
"virtualidade",4,"ARTICLE"
"virtualidade",4,"SPEAKER"
"virtualidade",8,"BOOK_CHAPTER"
"virtualidades",1,"ARTICLE"
"virtualidades",15,"BOOK_CHAPTER"
"virtualização",6,"ARTICLE"
"virtualização",24,"BOOK_CHAPTER"
"virtualizado",2,"ARTICLE"
"virtualmente",2,"ABSTRACT"
"virtud",2,"ARTICLE"
"virtude",5,"ARTICLE"
"virtude",8,"BOOK"
"virtudes",5,"ARTICLE"
"virtuoso",2,"ARTICLE"
"virtuoso",8,"BOOK_CHAPTER"
"virtuosos",1,"ABSTRACT"
"virulence",31,"ARTICLE"
"virulência",8,"ARTICLE"
"virulência",14,"BOOK_CHAPTER"
"virulens",3,"ARTICLE"
"virulent",4,"ARTICLE"
"virum",1,"SPEAKER"
"virus",1,"ABSTRACT"
"virus",3,"SPEAKER"
"virus",30,"BOOK_CHAPTER"
"virus",293,"ARTICLE"
"virús",8,"BOOK_CHAPTER"
"vírus",7,"SPEAKER"
"vírus",15,"BOOK"
"vírus",19,"ABSTRACT"
"vírus",104,"BOOK_CHAPTER"
"vírus",109,"ARTICLE"
"viruses",2,"SPEAKER"
"viruses",16,"ARTICLE"
"vis",3,"ARTICLE"
"vis",4,"ABSTRACT"
"vis",7,"BOOK"
"visa",13,"ABSTRACT"
"visam",3,"ABSTRACT"
"visam",32,"BOOK_CHAPTER"
"visando",25,"ARTICLE"
"visando",33,"ABSTRACT"
"visando",40,"BOOK_CHAPTER"
"visant",1,"ARTICLE"
"visao",2,"SPEAKER"
"visão",1,"PATENT"
"visão",40,"ABSTRACT"
"visão",59,"SPEAKER"
"visão",103,"BOOK"
"visão",195,"ARTICLE"
"visão",320,"BOOK_CHAPTER"
"visaul",2,"ARTICLE"
"visava",2,"ABSTRACT"
"visbilidade",8,"BOOK_CHAPTER"
"visca",2,"ABSTRACT"
"viscaceae",2,"ABSTRACT"
"viscaceae",11,"ARTICLE"
"viscaceae",16,"BOOK_CHAPTER"
"viscacha",2,"ABSTRACT"
"viscacha",18,"ARTICLE"
"viscerais",1,"SPEAKER"
"visceral",3,"ABSTRACT"
"visceral",7,"BOOK_CHAPTER"
"visceral",15,"BOOK"
"visceral",67,"ARTICLE"
"vísceras",2,"ARTICLE"
"viscoelastic",2,"ARTICLE"
"viscometric",8,"BOOK_CHAPTER"
"visconde",5,"ARTICLE"
"visconde",5,"SPEAKER"
"visconde",180,"ABSTRACT"
"viscosidade",5,"ARTICLE"
"viscosity",10,"ARTICLE"
"viscospora",2,"ARTICLE"
"viscous",1,"ARTICLE"
"visfatin",4,"ARTICLE"
"visibilidad",2,"SPEAKER"
"visibilidad",16,"BOOK_CHAPTER"
"visibilidade",3,"ABSTRACT"
"visibilidade",16,"SPEAKER"
"visibilidade",23,"ARTICLE"
"visibilidade",135,"BOOK_CHAPTER"
"visibilidades",8,"BOOK"
"visibilidades",11,"ARTICLE"
"visibilidades",32,"BOOK_CHAPTER"
"visibilities",1,"ARTICLE"
"visibility",4,"ARTICLE"
"visibilizado",16,"BOOK_CHAPTER"
"visibilizados",1,"ARTICLE"
"visibilizar",8,"BOOK_CHAPTER"
"visible",12,"ARTICLE"
"vision",1,"ABSTRACT"
"vision",10,"ARTICLE"
"visión",2,"ARTICLE"
"visión",16,"BOOK"
"visionários",7,"BOOK"
"visione",1,"SPEAKER"
"visiones",3,"SPEAKER"
"visions",1,"ARTICLE"
"visions",2,"SPEAKER"
"visioso",8,"BOOK_CHAPTER"
"visit",2,"ABSTRACT"
"visita",2,"ABSTRACT"
"visita",9,"SPEAKER"
"visita",25,"ARTICLE"
"visita",40,"BOOK_CHAPTER"
"visitação",9,"ARTICLE"
"visitações",8,"BOOK_CHAPTER"
"visitada",8,"BOOK"
"visitado",16,"BOOK_CHAPTER"
"visitados",1,"ARTICLE"
"visitando",2,"ABSTRACT"
"visitando",9,"ARTICLE"
"visitando",14,"BOOK"
"visitando",40,"BOOK_CHAPTER"
"visitante",16,"BOOK"
"visitante",197,"ABSTRACT"
"visitantes",16,"BOOK_CHAPTER"
"visitantes",43,"ARTICLE"
"visitar",2,"ABSTRACT"
"visitar",8,"BOOK"
"visitar",8,"BOOK_CHAPTER"
"visitas",1,"ABSTRACT"
"visitas",1,"ARTICLE"
"visitas",16,"BOOK_CHAPTER"
"visitation",7,"ARTICLE"
"visited",7,"ARTICLE"
"visites",1,"ARTICLE"
"visiting",1,"ARTICLE"
"visiting",13,"ABSTRACT"
"visitor",2,"ARTICLE"
"visitors",2,"SPEAKER"
"visitors",14,"ARTICLE"
"visitou",3,"ABSTRACT"
"visits",17,"ARTICLE"
"visíveis",1,"ARTICLE"
"visíveis",4,"SPEAKER"
"visivel",2,"ARTICLE"
"visível",4,"ARTICLE"
"visível",6,"ABSTRACT"
"visível",16,"BOOK_CHAPTER"
"vislumbrando",2,"ABSTRACT"
"vislumbrar",8,"BOOK_CHAPTER"
"vismia",2,"ARTICLE"
"vismione",1,"ARTICLE"
"visniecq",2,"ARTICLE"
"visões",1,"ABSTRACT"
"visões",21,"SPEAKER"
"visões",32,"ARTICLE"
"visões",48,"BOOK"
"visões",80,"BOOK_CHAPTER"
"visou",2,"ABSTRACT"
"vista",7,"SPEAKER"
"vista",16,"BOOK"
"vista",19,"ABSTRACT"
"vista",59,"ARTICLE"
"vista",152,"BOOK_CHAPTER"
"vistas",3,"SPEAKER"
"vistas",10,"ABSTRACT"
"vistas",24,"ARTICLE"
"vistas",48,"BOOK_CHAPTER"
"visto",2,"ARTICLE"
"vistos",8,"BOOK_CHAPTER"
"visua",8,"BOOK_CHAPTER"
"visuais",8,"BOOK"
"visuais",20,"SPEAKER"
"visuais",48,"BOOK_CHAPTER"
"visuais",55,"ARTICLE"
"visuais",110,"ABSTRACT"
"visual",73,"SPEAKER"
"visual",96,"BOOK"
"visual",102,"ABSTRACT"
"visual",143,"ARTICLE"
"visual",238,"BOOK_CHAPTER"
"visuales",4,"SPEAKER"
"visualidade",6,"ABSTRACT"
"visualidade",16,"BOOK"
"visualidade",16,"BOOK_CHAPTER"
"visualidades",1,"SPEAKER"
"visualidades",6,"ABSTRACT"
"visualidades",8,"BOOK_CHAPTER"
"visualidades",9,"ARTICLE"
"visualisations",2,"ARTICLE"
"visuality",2,"ARTICLE"
"visualização",1,"PATENT"
"visualização",6,"ABSTRACT"
"visualização",8,"ARTICLE"
"visualização",24,"BOOK_CHAPTER"
"visualizando",8,"BOOK_CHAPTER"
"visualization",2,"SPEAKER"
"visualization",4,"ARTICLE"
"visualized",2,"ARTICLE"
"visualizing",2,"ARTICLE"
"visually",4,"ARTICLE"
"visuelle",2,"ABSTRACT"
"vit",2,"ABSTRACT"
"vit",5,"SPEAKER"
"vita",8,"BOOK_CHAPTER"
"vitã",2,"ARTICLE"
"vitaceae",5,"ARTICLE"
"vitae",3,"ABSTRACT"
"vitae",3,"SPEAKER"
"vitae",4,"ARTICLE"
"vitais",8,"ARTICLE"
"vitais",16,"BOOK_CHAPTER"
"vital",3,"SPEAKER"
"vital",8,"BOOK"
"vital",12,"ARTICLE"
"vital",18,"ABSTRACT"
"Vital Ataíde Da Silva",1,"NAME"
"vitalidade",2,"ABSTRACT"
"vitalidade",3,"ARTICLE"
"vitalites",2,"SPEAKER"
"vitality",2,"ARTICLE"
"vitamin",29,"ARTICLE"
"vitamina",5,"BOOK_CHAPTER"
"vitamina",33,"ARTICLE"
"vitaminas",8,"ARTICLE"
"vitaminas",8,"BOOK_CHAPTER"
"vitamínico",2,"ARTICLE"
"vitelogênicos",2,"ARTICLE"
"vitex",2,"ABSTRACT"
"vitex",2,"ARTICLE"
"viticola",21,"ARTICLE"
"viticultura",2,"ABSTRACT"
"viticulture",3,"ARTICLE"
"vitifolia",2,"ARTICLE"
"vitiligo",2,"ARTICLE"
"vitiligo",4,"ABSTRACT"
"vitima",1,"ARTICLE"
"vítima",2,"SPEAKER"
"vítima",17,"ARTICLE"
"vítima",24,"BOOK_CHAPTER"
"vitimas",2,"ABSTRACT"
"vitimas",2,"SPEAKER"
"vitimas",8,"BOOK_CHAPTER"
"vítimas",2,"SPEAKER"
"vítimas",9,"ABSTRACT"
"vítimas",41,"ARTICLE"
"vítimas",54,"BOOK_CHAPTER"
"vitimização",1,"ABSTRACT"
"vitimização",16,"ARTICLE"
"vitimização",24,"BOOK_CHAPTER"
"vitimizada",2,"ARTICLE"
"vitimodogmática",2,"ARTICLE"
"vitimologia",4,"ARTICLE"
"vitis",1,"PATENT"
"vitis",5,"ARTICLE"
"vitmizacao",8,"BOOK"
"vitor",2,"ABSTRACT"
"vitor",2,"ARTICLE"
"Vitor Duarte Ferreira",1,"NAME"
"Vitor Emanuel Lins de Moraes",1,"NAME"
"Vitor Hugo Migues",1,"NAME"
"Vitor Hugo Simon Machado",1,"NAME"
"vitoria",6,"SPEAKER"
"vitoria",8,"ABSTRACT"
"vitoria",8,"BOOK"
"vitoria",24,"ARTICLE"
"vitoria",48,"BOOK_CHAPTER"
"vitória",136,"BOOK"
"vitória",214,"SPEAKER"
"vitória",398,"ABSTRACT"
"vitória",730,"ARTICLE"
"vitória",1399,"BOOK_CHAPTER"
"Vitória Carme Correia Santos",1,"NAME"
"vitoriano",1,"ARTICLE"
"vitórias",2,"ABSTRACT"
"Vitória Solange Coelho Ferreira",1,"NAME"
"vitorino",4,"SPEAKER"
"vitorino",16,"BOOK_CHAPTER"
"vitórria",2,"SPEAKER"
"vítreo",2,"ARTICLE"
"vítreo",4,"ABSTRACT"
"vitreorana",6,"ARTICLE"
"vítreos",2,"ARTICLE"
"vitreous",8,"ARTICLE"
"vitria",4,"ARTICLE"
"vitrine",3,"ABSTRACT"
"vitripenis",2,"ARTICLE"
"vitripennis",4,"ARTICLE"
"vitro",1,"PATENT"
"vitro",1,"SPEAKER"
"vitro",37,"ABSTRACT"
"vitro",93,"BOOK_CHAPTER"
"vitro",589,"ARTICLE"
"vitrocerâmicos",1,"ABSTRACT"
"vitruviano",8,"BOOK_CHAPTER"
"vittata",2,"ARTICLE"
"vittatum",2,"ARTICLE"
"vitulorum",2,"ARTICLE"
"vitupério",2,"ARTICLE"
"viu",2,"ABSTRACT"
"viu",2,"ARTICLE"
"viu",8,"BOOK"
"viusais",8,"BOOK"
"viúva",2,"ARTICLE"
"viva",11,"ABSTRACT"
"viva",13,"SPEAKER"
"viva",20,"ARTICLE"
"viva",32,"BOOK"
"viva",47,"BOOK_CHAPTER"
"vivace",2,"ABSTRACT"
"vivaldi",8,"ARTICLE"
"vivaldo",2,"ABSTRACT"
"vivaldo",8,"BOOK_CHAPTER"
"vivants",8,"BOOK_CHAPTER"
"vivarium",6,"SPEAKER"
"vivas",2,"ABSTRACT"
"vivas",16,"BOOK_CHAPTER"
"vive",3,"SPEAKER"
"vive",4,"ABSTRACT"
"vive",6,"ARTICLE"
"vive",16,"BOOK_CHAPTER"
"viveiro",3,"ABSTRACT"
"viveiro",6,"ARTICLE"
"viveiros",1,"ARTICLE"
"viveiros",2,"ABSTRACT"
"vivem",3,"ABSTRACT"
"vivem",34,"ARTICLE"
"vivem",40,"BOOK_CHAPTER"
"vivemos",2,"SPEAKER"
"vivemos",6,"ARTICLE"
"vivemos",8,"BOOK"
"vivemos",16,"BOOK_CHAPTER"
"vivemosna",8,"BOOK"
"vivencia",2,"ABSTRACT"
"vivencia",15,"BOOK_CHAPTER"
"vivência",18,"SPEAKER"
"vivência",21,"ABSTRACT"
"vivência",96,"ARTICLE"
"vivência",120,"BOOK_CHAPTER"
"vivenciada",2,"SPEAKER"
"vivenciada",19,"ARTICLE"
"vivenciada",40,"BOOK_CHAPTER"
"vivenciadas",32,"BOOK"
"vivenciadas",39,"ARTICLE"
"vivenciadas",72,"BOOK_CHAPTER"
"vivenciado",7,"ARTICLE"
"vivenciado",16,"BOOK_CHAPTER"
"vivenciados",27,"ARTICLE"
"vivenciados",32,"BOOK_CHAPTER"
"vivenciais",1,"SPEAKER"
"vivenciais",2,"ABSTRACT"
"vivenciais",2,"ARTICLE"
"vivenciais",16,"BOOK_CHAPTER"
"vivencial",2,"ABSTRACT"
"vivencial",2,"ARTICLE"
"vivencial",16,"BOOK_CHAPTER"
"vivenciam",2,"ABSTRACT"
"vivenciam",14,"ARTICLE"
"vivenciando",2,"ABSTRACT"
"vivenciando",3,"SPEAKER"
"vivenciando",24,"BOOK_CHAPTER"
"vivenciando",25,"ARTICLE"
"vivenciandooclimatério",1,"ARTICLE"
"vivenciar",4,"ARTICLE"
"vivenciaram",11,"ARTICLE"
"vivencias",6,"SPEAKER"
"vivencias",8,"BOOK"
"vivencias",10,"ARTICLE"
"vivencias",15,"BOOK_CHAPTER"
"vivências",22,"ABSTRACT"
"vivências",40,"SPEAKER"
"vivências",173,"ARTICLE"
"vivências",208,"BOOK"
"vivências",486,"BOOK_CHAPTER"
"vivenciou",6,"ABSTRACT"
"vivendo",7,"BOOK"
"vivendo",18,"SPEAKER"
"vivendo",40,"ARTICLE"
"vivendo",43,"BOOK_CHAPTER"
"vivêndo",2,"SPEAKER"
"viver",13,"ABSTRACT"
"viver",45,"SPEAKER"
"viver",65,"ARTICLE"
"viver",72,"BOOK"
"viver",152,"BOOK_CHAPTER"
"vivere",2,"ARTICLE"
"viveremos",8,"BOOK_CHAPTER"
"viveres",2,"SPEAKER"
"viveu",1,"ABSTRACT"
"vivi",1,"ABSTRACT"
"vivi",8,"BOOK_CHAPTER"
"Vívian Antonino da Silva",1,"NAME"
"viviane",8,"BOOK_CHAPTER"
"Viviane Almeida Sarmento",1,"NAME"
"Viviane Almeida Vieira Espínola",1,"NAME"
"Viviane Borges Dias",1,"NAME"
"Viviane Bras dos Santos",1,"NAME"
"Viviane Briccia",1,"NAME"
"Viviane Coelho Dourado",1,"NAME"
"Viviane Dos Santos Carvalho",1,"NAME"
"Viviane Guzzo De Carli Poelking",1,"NAME"
"Viviane Mendonça Dos Santos",1,"NAME"
"Viviane Rocha Viana",1,"NAME"
"Vivian Fransozo Cunha",1,"NAME"
"Vivian Mara Ribeiro",1,"NAME"
"Vivian Maria Corneti De Lima",1,"NAME"
"Vívian Meira De Oliveira Cotinguiba",1,"NAME"
"Viviany Teixeira Do Nascimento",1,"NAME"
"vivida",7,"ARTICLE"
"vivida",16,"BOOK_CHAPTER"
"vividas",8,"BOOK"
"vividas",11,"ARTICLE"
"vividas",16,"BOOK_CHAPTER"
"vivido",3,"ABSTRACT"
"vivido",19,"ARTICLE"
"vivido",56,"BOOK_CHAPTER"
"vividos",3,"ARTICLE"
"vividos",8,"BOOK"
"vivieiro",2,"ARTICLE"
"vivienda",2,"ARTICLE"
"vivienda",8,"BOOK"
"vivienda",16,"BOOK_CHAPTER"
"vivipara",3,"ARTICLE"
"viviparous",3,"ARTICLE"
"vivir",6,"SPEAKER"
"vivis",4,"ARTICLE"
"vivo",21,"ABSTRACT"
"vivo",25,"SPEAKER"
"vivo",64,"BOOK_CHAPTER"
"vivo",117,"ARTICLE"
"vivos",2,"ABSTRACT"
"vivos",8,"BOOK"
"vivos",8,"BOOK_CHAPTER"
"vivos",29,"ARTICLE"
"vivre",2,"ARTICLE"
"vivre",2,"SPEAKER"
"vivre",8,"BOOK_CHAPTER"
"vivver",1,"SPEAKER"
"vix",2,"SPEAKER"
"vizcarra",8,"BOOK_CHAPTER"
"vizinha",7,"BOOK_CHAPTER"
"vizinhança",4,"ABSTRACT"
"vizinhança",8,"BOOK_CHAPTER"
"vizinhas",4,"ARTICLE"
"vizinhos",4,"ARTICLE"
"Vladimir Miranda Morgado",1,"NAME"
"Vladimir Ramos Vitorino de Assis",1,"NAME"
"Vladson Bahia Menezes",1,"NAME"
"vlb",2,"ARTICLE"
"vldb",2,"ABSTRACT"
"vle",2,"ARTICLE"
